,Unnamed: 0,business_code_x,cust_number_x,total_open_amount_x,cust_payment_terms_x,document_create_date_day,document_create_date_month,document_create_date_year,document_create_date_quarter,delay,Payment date prediction,Aging_Bucket,business_code_y,cust_number_y,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount_y,baseline_create_date,cust_payment_terms_y,invoice_id,isOpen
1863,9449,2,1,6532.6,10524.0,1,5,2020,2,0,2020-05-17,0 days,U001,0200769623,WAL-MAR co,,2020.0,1930846727.0,2020-05-02,2020-05-01,2020-05-02,2020-05-17,USD,RV,1.0,,6532.6,2020-05-02,NAH4,1930846727.0,1
1864,9451,2,1,40606.36,10524.0,13,3,2020,1,0,2020-03-28,0 days,U001,0200769623,WAL-MAR co,,2020.0,1930647540.0,2020-03-13,2020-03-13,2020-03-13,2020-03-28,USD,RV,1.0,,40606.36,2020-03-13,NAH4,1930647540.0,1
1865,9458,2,3,45543.3,15506.0,15,4,2020,2,1,2020-05-02,1-15days,U001,0200739006,AL systems,,2020.0,1930784984.0,2020-04-16,2020-04-15,2020-04-16,2020-05-01,USD,RV,1.0,,45543.3,2020-04-16,NAA8,1930784984.0,1
1866,9459,2,1,863.68,15506.0,21,4,2020,2,0,2020-05-09,0 days,U001,0200418007,AM co,,2020.0,1930809882.0,2020-04-24,2020-04-21,2020-04-24,2020-05-09,USD,RV,1.0,,863.68,2020-04-24,NAA8,1930809882.0,1
1867,9460,2,1,6550.37,10524.0,20,3,2020,1,0,2020-04-04,0 days,U001,0200769623,WAL-MAR associates,,2020.0,1930675331.0,2020-03-20,2020-03-20,2020-03-20,2020-04-04,USD,RV,1.0,,6550.37,2020-03-20,NAH4,1930675331.0,1
1868,9463,2,156,51346.78,10524.0,19,3,2020,1,1,2020-04-05,1-15days,U001,0200759878,SA llc,,2020.0,1930672042.0,2020-03-20,2020-03-19,2020-03-20,2020-04-04,USD,RV,1.0,,51346.78,2020-03-20,NAH4,1930672042.0,1
1869,9466,0,6,4218.128450819671,2968.0,4,3,2020,1,4,2020-03-18,1-15days,CA02,0140106408,WAL-M foundation,,2020.0,2960618305.0,2020-03-04,2020-03-04,2020-03-04,2020-03-14,CAD,RV,1.0,,5216.54,2020-03-04,CA10,2960618305.0,1
1870,9467,2,1,21834.94,10524.0,31,3,2020,1,0,2020-04-16,0 days,U001,0200769623,WAL-MAR in,,2020.0,1930725334.0,2020-04-01,2020-03-31,2020-04-01,2020-04-16,USD,RV,1.0,,21834.94,2020-04-01,NAH4,1930725334.0,1
1871,9472,0,6,40515.32859016393,2968.0,6,4,2020,2,3,2020-04-20,1-15days,CA02,0140106408,WAL-M corp,,2020.0,2960626390.0,2020-04-06,2020-04-06,2020-04-06,2020-04-17,CAD,RV,1.0,,50105.12,2020-04-07,CA10,2960626390.0,1
1872,9479,2,1,18847.04,10524.0,21,3,2020,1,0,2020-04-05,0 days,U001,0200769623,WAL-MAR foundation,,2020.0,1930684048.0,2020-03-21,2020-03-21,2020-03-21,2020-04-05,USD,RV,1.0,,18847.04,2020-03-21,NAH4,1930684048.0,1
1873,9483,0,1,165581.50214754097,2968.0,29,4,2020,2,74,2020-07-23,Greater than 60 days,CA02,0140104409,LOB corporation,,2020.0,2960631439.0,2020-04-29,2020-04-29,2020-04-29,2020-05-10,CAD,RV,1.0,,204773.88,2020-04-30,CA10,2960631439.0,1
1874,9485,2,1,2403.46,15506.0,3,5,2020,2,0,2020-05-23,0 days,U001,0100000222,SMITHFIE in,,2020.0,1930852785.0,2020-05-08,2020-05-03,2020-05-08,2020-05-23,USD,RV,1.0,,2403.46,2020-05-08,NAA8,1930852785.0,1
1875,9488,2,1,498.03,10524.0,14,4,2020,2,2,2020-05-02,1-15days,U001,0200769623,WAL-MAR llc,,2020.0,1930784559.0,2020-04-15,2020-04-14,2020-04-15,2020-04-30,USD,RV,1.0,,498.03,2020-04-15,NAH4,1930784559.0,1
1876,9491,2,1,15465.22,10524.0,25,3,2020,1,0,2020-04-11,0 days,U001,0200769623,WAL-MAR corp,,2020.0,1930694473.0,2020-03-27,2020-03-25,2020-03-27,2020-04-11,USD,RV,1.0,,15465.22,2020-03-27,NAH4,1930694473.0,1
1877,9492,2,1,14405.99,10524.0,6,4,2020,2,0,2020-04-21,0 days,U001,0200769623,WAL-MAR corp,,2020.0,1930751962.0,2020-04-06,2020-04-06,2020-04-06,2020-04-21,USD,RV,1.0,,14405.99,2020-04-06,NAH4,1930751962.0,1
1878,9501,0,6,188054.10152459017,2968.0,19,3,2020,1,6,2020-04-12,1-15days,CA02,0140106408,WAL-M associates,,2020.0,2960622155.0,2020-03-19,2020-03-19,2020-03-19,2020-04-06,CAD,RV,1.0,,232565.64,2020-03-27,CA10,2960622155.0,1
1879,9520,2,1,32755.51,10524.0,16,3,2020,1,0,2020-04-02,0 days,U001,0200769623,WAL-MAR systems,,2020.0,1930657352.0,2020-03-18,2020-03-16,2020-03-18,2020-04-02,USD,RV,1.0,,32755.51,2020-03-18,NAH4,1930657352.0,1
1880,9524,2,5,8299.69,590.0,18,4,2020,2,-24,2020-05-30,0 days,U001,0200148860,DOLLA trust,,2020.0,1930800590.0,2020-04-19,2020-04-18,2020-04-19,2020-06-23,USD,RV,1.0,,8299.69,2020-04-19,NAGD,1930800590.0,1
1881,9527,2,1,7917.49,10524.0,18,4,2020,2,0,2020-05-04,0 days,U001,0200769623,WAL-MAR co,,2020.0,1930800813.0,2020-04-19,2020-04-18,2020-04-19,2020-05-04,USD,RV,1.0,,7917.49,2020-04-19,NAH4,1930800813.0,1
1882,9529,2,1,16608.19,10524.0,1,5,2020,2,2,2020-05-19,1-15days,U001,0200769623,WAL-MAR trust,,2020.0,1930845579.0,2020-05-02,2020-05-01,2020-05-02,2020-05-17,USD,RV,1.0,,16608.19,2020-05-02,NAH4,1930845579.0,1
1883,9531,2,2,524.16,1033.0,21,4,2020,2,-5,2020-05-04,0 days,U001,0200230690,DECA us,,2020.0,1930804539.0,2020-04-21,2020-04-21,2020-04-21,2020-05-09,USD,RV,1.0,,524.16,2020-04-16,NAM4,1930804539.0,1
1884,9537,2,1,55239.75,10524.0,14,3,2020,1,0,2020-03-30,0 days,U001,0200769623,WAL-MAR associates,,2020.0,1930652758.0,2020-03-15,2020-03-14,2020-03-15,2020-03-30,USD,RV,1.0,,55239.75,2020-03-15,NAH4,1930652758.0,1
1885,9542,2,156,15393.86,10524.0,25,4,2020,2,0,2020-05-11,0 days,U001,0200759878,SA co,,2020.0,1930826935.0,2020-04-26,2020-04-25,2020-04-26,2020-05-11,USD,RV,1.0,,15393.86,2020-04-26,NAH4,1930826935.0,1
1886,9558,2,1,44775.49,10524.0,10,4,2020,2,0,2020-04-26,0 days,U001,0200769623,WAL-MAR llc,,2020.0,1930773758.0,2020-04-11,2020-04-10,2020-04-11,2020-04-26,USD,RV,1.0,,44775.49,2020-04-11,NAH4,1930773758.0,1
1887,9564,2,1,31202.25,10524.0,2,5,2020,2,0,2020-05-18,0 days,U001,0200769623,WAL-MAR foundation,,2020.0,1930847033.0,2020-05-03,2020-05-02,2020-05-03,2020-05-18,USD,RV,1.0,,31202.25,2020-05-03,NAH4,1930847033.0,1
1888,9568,2,1,16993.25,10524.0,28,3,2020,1,1,2020-04-15,1-15days,U001,0200769623,WAL-MAR corporation,,2020.0,1930716244.0,2020-03-30,2020-03-28,2020-03-30,2020-04-14,USD,RV,1.0,,16993.25,2020-03-30,NAH4,1930716244.0,1
1889,9573,2,108,15769.14,15506.0,30,4,2020,2,1,2020-05-17,1-15days,U001,0200820380,SMITH'S us,,2020.0,1930844586.0,2020-05-01,2020-04-30,2020-05-01,2020-05-16,USD,RV,1.0,,15769.14,2020-05-01,NAA8,1930844586.0,1
1890,9577,2,1,4679.57,10524.0,4,3,2020,1,0,2020-03-19,0 days,U001,0200769623,WAL-MAR us,,2020.0,1930598433.0,2020-03-04,2020-03-04,2020-03-04,2020-03-19,USD,RV,1.0,,4679.57,2020-03-04,NAH4,1930598433.0,1
1891,9582,2,9,37068.19,15506.0,9,3,2020,1,0,2020-03-25,0 days,U001,0200721222,GO ,,2020.0,1930624073.0,2020-03-10,2020-03-09,2020-03-10,2020-03-25,USD,RV,1.0,,37068.19,2020-03-10,NAA8,1930624073.0,1
1892,9587,2,1,3403.8,10524.0,9,5,2020,2,0,2020-05-24,0 days,U001,200769623,WAL-MAR corp,,2020.0,1930884301.0,2020-05-09,2020-05-09,2020-05-09,2020-05-24,USD,RV,1.0,,3403.8,2020-05-09,NAH4,1930884301.0,1
1893,9592,2,2,50177.97,15506.0,1,4,2020,2,0,2020-04-18,0 days,U001,0200706844,WINC foundation,,2020.0,1930729397.0,2020-04-03,2020-04-01,2020-04-03,2020-04-18,USD,RV,1.0,,50177.97,2020-04-03,NAA8,1930729397.0,1
1894,9593,2,1,85784.14,15506.0,14,4,2020,2,-1,2020-04-28,0 days,U001,0200707822,PUBLI co,,2020.0,1930784036.0,2020-04-14,2020-04-14,2020-04-14,2020-04-29,USD,RV,1.0,,85784.14,2020-04-14,NAA8,1930784036.0,1
1895,9595,2,2,2369.08,1033.0,12,5,2020,2,-6,2020-05-18,0 days,U001,0200592182,DECA us,,2020.0,1930893159.0,2020-05-12,2020-05-12,2020-05-12,2020-05-24,USD,RV,1.0,,2369.08,2020-05-01,NAM4,1930893159.0,1
1896,9603,2,1,6530.55,15506.0,11,3,2020,1,0,2020-03-31,0 days,U001,0200418007,AM corporation,,2020.0,1930637517.0,2020-03-16,2020-03-11,2020-03-16,2020-03-31,USD,RV,1.0,,6530.55,2020-03-16,NAA8,1930637517.0,1
1897,9604,2,1,7262.36,10524.0,5,5,2020,2,0,2020-05-21,0 days,U001,200769623,WAL-MAR corporation,,2020.0,1930861624.0,2020-05-06,2020-05-05,2020-05-06,2020-05-21,USD,RV,1.0,,7262.36,2020-05-06,NAH4,1930861624.0,1
1898,9607,0,6,635.5404959016394,2968.0,5,4,2020,2,0,2020-04-14,0 days,CA02,0140106408,WAL-M us,,2020.0,2960626757.0,2020-04-04,2020-04-05,2020-04-04,2020-04-14,CAD,RV,1.0,,785.97,2020-04-04,CA10,2960626757.0,1
1899,9608,2,1,32706.37,10524.0,6,4,2020,2,1,2020-04-22,1-15days,U001,0200769623,WAL-MAR systems,,2020.0,1930751875.0,2020-04-06,2020-04-06,2020-04-06,2020-04-21,USD,RV,1.0,,32706.37,2020-04-06,NAH4,1930751875.0,1
1900,9620,2,5,237.11,15506.0,12,3,2020,1,4,2020-04-01,1-15days,U001,0200726979,BJ'S  corp,,2020.0,1930645580.0,2020-03-13,2020-03-12,2020-03-13,2020-03-28,USD,RV,1.0,,237.11,2020-03-13,NAA8,1930645580.0,1
1901,9622,2,1,2362.23,462.0,5,5,2020,2,0,2020-05-11,0 days,U001,0200416837,DEC trust,,2020.0,1930858314.0,2020-05-05,2020-05-05,2020-05-05,2020-05-11,USD,RV,1.0,,2362.23,2020-05-01,NAM2,1930858314.0,1
1902,9630,2,1,30899.93,10524.0,25,4,2020,2,1,2020-05-12,1-15days,U001,0200769623,WAL-MAR us,,2020.0,1930826663.0,2020-04-26,2020-04-25,2020-04-26,2020-05-11,USD,RV,1.0,,30899.93,2020-04-26,NAH4,1930826663.0,1
1903,9635,2,1,8661.54,10524.0,24,4,2020,2,0,2020-05-09,0 days,U001,0200769623,WAL-MAR associates,,2020.0,1930821992.0,2020-04-24,2020-04-24,2020-04-24,2020-05-09,USD,RV,1.0,,8661.54,2020-04-24,NAH4,1930821992.0,1
1904,9636,2,156,20609.19,10524.0,28,4,2020,2,0,2020-05-13,0 days,U001,0200759878,SA foundation,,2020.0,1930832780.0,2020-04-28,2020-04-28,2020-04-28,2020-05-13,USD,RV,1.0,,20609.19,2020-04-28,NAH4,1930832780.0,1
1905,9637,2,1,86111.88,15506.0,2,5,2020,2,-1,2020-05-19,0 days,U001,0200555117,BURR co,,2020.0,1930850958.0,2020-05-05,2020-05-02,2020-05-05,2020-05-20,USD,RV,1.0,,86111.88,2020-05-05,NAA8,1930850958.0,1
1906,9644,2,2,21216.46,462.0,9,5,2020,2,3,2020-05-14,1-15days,U001,0200592182,DECA trust,,2020.0,1930881099.0,2020-05-09,2020-05-09,2020-05-09,2020-05-11,USD,RV,1.0,,21216.46,2020-05-01,NAM2,1930881099.0,1
1907,9645,2,2,53809.18,15506.0,25,3,2020,1,0,2020-04-09,0 days,U001,0200761734,H E BUT corporation,,2020.0,1930700487.0,2020-03-25,2020-03-25,2020-03-25,2020-04-09,USD,RV,1.0,,53809.18,2020-03-25,NAA8,1930700487.0,1
1908,9668,2,1,35982.29,10524.0,27,4,2020,2,0,2020-05-12,0 days,U001,0200769623,WAL-MAR ,,2020.0,1930828998.0,2020-04-27,2020-04-27,2020-04-27,2020-05-12,USD,RV,1.0,,35982.29,2020-04-27,NAH4,1930828998.0,1
1909,9674,2,1,5867.76,10524.0,26,4,2020,2,0,2020-05-12,0 days,U001,0200769623,WAL-MAR trust,,2020.0,1930828137.0,2020-04-27,2020-04-26,2020-04-27,2020-05-12,USD,RV,1.0,,5867.76,2020-04-27,NAH4,1930828137.0,1
1910,9676,2,1,35689.49,10524.0,23,3,2020,1,0,2020-04-08,0 days,U001,0200769623,WAL-MAR us,,2020.0,1930687515.0,2020-03-24,2020-03-23,2020-03-24,2020-04-08,USD,RV,1.0,,35689.49,2020-03-24,NAH4,1930687515.0,1
1911,9677,2,156,7446.6,590.0,4,3,2020,1,-10,2020-04-30,0 days,U001,0200759878,SA corporation,,2020.0,1930601038.0,2020-03-06,2020-03-04,2020-03-06,2020-05-10,USD,RV,1.0,,7446.6,2020-03-06,NAGD,1930601038.0,1
1912,9678,2,1,10898.83,10524.0,30,4,2020,2,0,2020-05-14,0 days,U001,0200769623,WAL-MAR associates,,2020.0,1930839390.0,2020-04-29,2020-04-30,2020-04-29,2020-05-14,USD,RV,1.0,,10898.83,2020-04-29,NAH4,1930839390.0,1
1913,9683,2,1,24624.22,10524.0,14,3,2020,1,0,2020-04-01,0 days,U001,0200769623,WAL-MAR co,,2020.0,1930650872.0,2020-03-17,2020-03-14,2020-03-17,2020-04-01,USD,RV,1.0,,24624.22,2020-03-17,NAH4,1930650872.0,1
1914,9687,0,1,171513.02746311473,2968.0,1,3,2020,1,19,2020-03-31,16-30days,CA02,0140104409,LOB foundation,,2020.0,2960617921.0,2020-03-01,2020-03-01,2020-03-01,2020-03-12,CAD,RV,1.0,,212109.37,2020-03-02,CA10,2960617921.0,1
1915,9688,2,156,44179.14,10524.0,18,4,2020,2,0,2020-05-06,0 days,U001,0200759878,SA foundation,,2020.0,1930801057.0,2020-04-21,2020-04-18,2020-04-21,2020-05-06,USD,RV,1.0,,44179.14,2020-04-21,NAH4,1930801057.0,1
1916,9692,2,156,43045.23,10524.0,8,4,2020,2,0,2020-04-24,0 days,U001,0200759878,SA associates,,2020.0,1930763874.0,2020-04-09,2020-04-08,2020-04-09,2020-04-24,USD,RV,1.0,,43045.23,2020-04-09,NAH4,1930763874.0,1
1917,9696,2,1,600.08,15506.0,26,3,2020,1,4,2020-04-15,1-15days,U001,0200974851,RESTA foundation,,2020.0,1930708486.0,2020-03-27,2020-03-26,2020-03-27,2020-04-11,USD,RV,1.0,,600.08,2020-03-27,NAA8,1930708486.0,1
1918,9701,2,1,12580.6,15506.0,23,4,2020,2,2,2020-05-12,1-15days,U001,0200418007,AM corp,,2020.0,1930818386.0,2020-04-25,2020-04-23,2020-04-25,2020-05-10,USD,RV,1.0,,12580.6,2020-04-25,NAA8,1930818386.0,1
1919,9710,2,4,142011.82,1354.0,11,3,2020,1,-1,2020-03-25,0 days,U001,0200762301,C&S WH foundation,,2020.0,1930637846.0,2020-03-11,2020-03-11,2020-03-11,2020-03-26,USD,RV,1.0,,142011.82,2020-03-11,NAC6,1930637846.0,1
1920,9719,2,2,12291.3,590.0,5,3,2020,1,-12,2020-04-27,0 days,U001,0200761734,H E BUT in,,2020.0,1930606904.0,2020-03-05,2020-03-05,2020-03-05,2020-05-09,USD,RV,1.0,,12291.3,2020-03-05,NAGD,1930606904.0,1
1921,9722,2,1,1012.5,10524.0,19,3,2020,1,0,2020-04-04,0 days,U001,0200769623,WAL-MAR foundation,,2020.0,1930672201.0,2020-03-20,2020-03-19,2020-03-20,2020-04-04,USD,RV,1.0,,1012.5,2020-03-20,NAH4,1930672201.0,1
1922,9723,2,6,50394.62,15506.0,27,2,2020,1,0,2020-03-13,0 days,U001,0200780383,MEIJ llc,,2020.0,1930576891.0,2020-02-27,2020-02-27,2020-02-27,2020-03-13,USD,RV,1.0,,50394.62,2020-02-27,NAA8,1930576891.0,1
1923,9726,2,1,34570.22,10524.0,21,3,2020,1,0,2020-04-05,0 days,U001,0200769623,WAL-MAR corporation,,2020.0,1930684250.0,2020-03-21,2020-03-21,2020-03-21,2020-04-05,USD,RV,1.0,,34570.22,2020-03-21,NAH4,1930684250.0,1
1924,9737,0,1,16565.558668032783,2968.0,10,5,2020,2,1,2020-05-22,1-15days,CA02,0140104429,COSTCO llc,,2020.0,2960633484.0,2020-05-10,2020-05-10,2020-05-10,2020-05-21,CAD,RV,1.0,,20486.55,2020-05-11,CA10,2960633484.0,1
1925,9741,2,1,39424.5,10524.0,25,3,2020,1,0,2020-04-09,0 days,U001,0200769623,WAL-MAR foundation,,2020.0,1930698854.0,2020-03-25,2020-03-25,2020-03-25,2020-04-09,USD,RV,1.0,,39424.5,2020-03-25,NAH4,1930698854.0,1
1926,9747,2,1,170.57,10524.0,30,4,2020,2,3,2020-05-19,1-15days,U001,0200769623,WAL-MAR us,,2020.0,1930843421.0,2020-05-01,2020-04-30,2020-05-01,2020-05-16,USD,RV,1.0,,170.57,2020-05-01,NAH4,1930843421.0,1
1927,9759,2,1,26690.25,15506.0,24,4,2020,2,0,2020-05-09,0 days,U001,0200723794,MID MO co,,2020.0,1930825438.0,2020-04-24,2020-04-24,2020-04-24,2020-05-09,USD,RV,1.0,,26690.25,2020-04-24,NAA8,1930825438.0,1
1928,9763,2,1,36994.53,10524.0,14,4,2020,2,0,2020-04-30,0 days,U001,0200769623,WAL-MAR us,,2020.0,1930783865.0,2020-04-15,2020-04-14,2020-04-15,2020-04-30,USD,RV,1.0,,36994.53,2020-04-15,NAH4,1930783865.0,1
1929,9764,2,1,109146.81,15506.0,23,3,2020,1,0,2020-04-09,0 days,U001,200735528,ASSOCIA systems,,2020.0,1930685884.0,2020-03-25,2020-03-23,2020-03-25,2020-04-09,USD,RV,1.0,,109146.81,2020-03-25,NAA8,1930685884.0,1
1930,9765,2,2,14369.34,1033.0,18,3,2020,1,-6,2020-04-02,0 days,U001,0200230690,DECA foundation,,2020.0,1930666471.0,2020-03-18,2020-03-18,2020-03-18,2020-04-08,USD,RV,1.0,,14369.34,2020-03-16,NAM4,1930666471.0,1
1931,9769,2,6,44656.0,712.0,4,4,2020,2,2,2020-04-21,1-15days,U001,0200772670,ASSOCIAT llc,,2020.0,1930748320.0,2020-04-04,2020-04-04,2020-04-04,2020-04-19,USD,RV,1.0,,44656.0,2020-04-04,NAU5,1930748320.0,1
1932,9774,2,1,6994.93,10524.0,25,4,2020,2,0,2020-05-12,0 days,U001,0200769623,WAL-MAR trust,,2020.0,1930827026.0,2020-04-27,2020-04-25,2020-04-27,2020-05-12,USD,RV,1.0,,6994.93,2020-04-27,NAH4,1930827026.0,1
1933,9776,2,1,10019.07,10524.0,6,3,2020,1,0,2020-03-22,0 days,U001,0200769623,WAL-MAR foundation,,2020.0,1930610098.0,2020-03-07,2020-03-06,2020-03-07,2020-03-22,USD,RV,1.0,,10019.07,2020-03-07,NAH4,1930610098.0,1
1934,9778,2,2,128479.56,15506.0,17,3,2020,1,0,2020-04-03,0 days,U001,0200772595,SAFEW ,,2020.0,1930664138.0,2020-03-19,2020-03-17,2020-03-19,2020-04-03,USD,RV,1.0,,128479.56,2020-03-19,NAA8,1930664138.0,1
1935,9779,2,1,11429.75,462.0,30,4,2020,2,11,2020-04-22,1-15days,U001,0200416837,DEC ,,2020.0,1930839539.0,2020-04-30,2020-04-30,2020-04-30,2020-04-11,USD,RV,1.0,,11429.75,2020-04-01,NAM2,1930839539.0,1
1936,9795,2,1,13041.57,10524.0,27,3,2020,1,0,2020-04-12,0 days,U001,0200769623,WAL-MAR foundation,,2020.0,1930711975.0,2020-03-28,2020-03-27,2020-03-28,2020-04-12,USD,RV,1.0,,13041.57,2020-03-28,NAH4,1930711975.0,1
1937,9800,2,10,2985.0,1033.0,23,4,2020,2,-7,2020-05-02,0 days,U001,0200803720,DEC co,,2020.0,1930819162.0,2020-04-23,2020-04-23,2020-04-23,2020-05-09,USD,RV,1.0,,2985.0,2020-04-16,NAM4,1930819162.0,1
1938,9807,2,1,27565.03,10524.0,28,3,2020,1,1,2020-04-16,1-15days,U001,0200769623,WAL-MAR corp,,2020.0,1930716470.0,2020-03-31,2020-03-28,2020-03-31,2020-04-15,USD,RV,1.0,,27565.03,2020-03-31,NAH4,1930716470.0,1
1939,9813,2,12,64084.8,15506.0,28,4,2020,2,0,2020-05-13,0 days,U001,0200744019,TARG ,,2020.0,1930829994.0,2020-04-28,2020-04-28,2020-04-28,2020-05-13,USD,RV,1.0,,64084.8,2020-04-28,NAA8,1930829994.0,1
1940,9817,2,1,47599.96,10524.0,31,3,2020,1,0,2020-04-16,0 days,U001,0200769623,WAL-MAR co,,2020.0,1930726659.0,2020-04-01,2020-03-31,2020-04-01,2020-04-16,USD,RV,1.0,,47599.96,2020-04-01,NAH4,1930726659.0,1
1941,9821,2,5,284.67,15506.0,12,3,2020,1,3,2020-03-31,1-15days,U001,0200726979,BJ'S  llc,,2020.0,1930645912.0,2020-03-13,2020-03-12,2020-03-13,2020-03-28,USD,RV,1.0,,284.67,2020-03-13,NAA8,1930645912.0,1
1942,9824,0,9,79682.07125,2968.0,9,4,2020,2,6,2020-05-05,1-15days,CA02,0140104249,SOB in,,2020.0,2960627359.0,2020-04-09,2020-04-09,2020-04-09,2020-04-29,CAD,RV,1.0,,98542.45,2020-04-19,CA10,2960627359.0,1
1943,9826,2,1,39621.68,10524.0,9,5,2020,2,0,2020-05-25,0 days,U001,200769623,WAL-MAR trust,,2020.0,1930882461.0,2020-05-10,2020-05-09,2020-05-10,2020-05-25,USD,RV,1.0,,39621.68,2020-05-10,NAH4,1930882461.0,1
1944,9829,2,156,14257.41,10524.0,17,4,2020,2,0,2020-05-03,0 days,U001,0200759878,SA ,,2020.0,1930797703.0,2020-04-18,2020-04-17,2020-04-18,2020-05-03,USD,RV,1.0,,14257.41,2020-04-18,NAH4,1930797703.0,1
1945,9841,2,1,116208.14,15506.0,6,4,2020,2,-2,2020-04-18,0 days,U001,0200875006,KROGER in,,2020.0,1930752469.0,2020-04-05,2020-04-06,2020-04-05,2020-04-20,USD,RV,1.0,,116208.14,2020-04-05,NAA8,1930752469.0,1
1946,9844,2,12,50166.22,15506.0,15,4,2020,2,0,2020-05-01,0 days,U001,0200744019,TARG trust,,2020.0,1930789727.0,2020-04-16,2020-04-15,2020-04-16,2020-05-01,USD,RV,1.0,,50166.22,2020-04-16,NAA8,1930789727.0,1
1947,9848,2,4,5758.24,1354.0,19,3,2020,1,0,2020-04-04,0 days,U001,0200762301,C&S WH trust,,2020.0,1930671979.0,2020-03-20,2020-03-19,2020-03-20,2020-04-04,USD,RV,1.0,,5758.24,2020-03-20,NAC6,1930671979.0,1
1948,9850,2,4,101422.53,15506.0,25,3,2020,1,0,2020-04-08,0 days,U001,0200750051,ALBER in,,2020.0,1930697941.0,2020-03-24,2020-03-25,2020-03-24,2020-04-08,USD,RV,1.0,,101422.53,2020-03-24,NAA8,1930697941.0,1
1949,9851,2,3,21300.0,15506.0,2,4,2020,2,2,2020-04-20,1-15days,U001,0200739006,AL corporation,,2020.0,1930738312.0,2020-04-03,2020-04-02,2020-04-03,2020-04-18,USD,RV,1.0,,21300.0,2020-04-03,NAA8,1930738312.0,1
1950,9854,2,12,29904.07,15506.0,26,3,2020,1,1,2020-04-12,1-15days,U001,0200744019,TARG associates,,2020.0,1930708449.0,2020-03-27,2020-03-26,2020-03-27,2020-04-11,USD,RV,1.0,,29904.07,2020-03-27,NAA8,1930708449.0,1
1951,9862,2,7,7322.77,15506.0,3,3,2020,1,1,2020-03-25,1-15days,U001,0200126819,MCLANE co,,2020.0,1930593601.0,2020-03-09,2020-03-03,2020-03-09,2020-03-24,USD,RV,1.0,,7322.77,2020-03-09,NAA8,1930593601.0,1
1952,9871,2,1,42177.83,950.0,31,3,2020,1,6,2020-04-22,1-15days,U001,0200794332,COST trust,,2020.0,1930725748.0,2020-04-01,2020-03-31,2020-04-01,2020-04-16,USD,RV,1.0,,42177.83,2020-04-01,NAAX,1930725748.0,1
1953,9872,2,1,100822.82,15506.0,11,3,2020,1,-2,2020-03-25,0 days,U001,0200704858,WAKE corp,,2020.0,1930636755.0,2020-03-12,2020-03-11,2020-03-12,2020-03-27,USD,RV,1.0,,100822.82,2020-03-12,NAA8,1930636755.0,1
1954,9878,2,1,17385.33,10524.0,12,3,2020,1,0,2020-03-28,0 days,U001,0200769623,WAL-MAR co,,2020.0,1930645165.0,2020-03-13,2020-03-12,2020-03-13,2020-03-28,USD,RV,1.0,,17385.33,2020-03-13,NAH4,1930645165.0,1
1955,9892,0,1,2331.479545081967,2968.0,6,4,2020,2,4,2020-04-20,1-15days,CA02,0140104429,COSTCO corporation,,2020.0,2960626061.0,2020-04-06,2020-04-06,2020-04-06,2020-04-16,CAD,RV,1.0,,2883.33,2020-04-06,CA10,2960626061.0,1
1956,9903,2,4,20435.61,1354.0,23,4,2020,2,0,2020-05-11,0 days,U001,0200762301,C&S WH trust,,2020.0,1930820184.0,2020-04-26,2020-04-23,2020-04-26,2020-05-11,USD,RV,1.0,,20435.61,2020-04-26,NAC6,1930820184.0,1
1957,9916,2,1,6966.39,10524.0,7,5,2020,2,0,2020-05-23,0 days,U001,0200769623,WAL-MAR llc,,2020.0,1930875147.0,2020-05-08,2020-05-07,2020-05-08,2020-05-23,USD,RV,1.0,,6966.39,2020-05-08,NAH4,1930875147.0,1
1958,9923,2,1,42159.48,15506.0,18,4,2020,2,2,2020-05-05,1-15days,U001,0200707822,PUBLI co,,2020.0,1930801051.0,2020-04-18,2020-04-18,2020-04-18,2020-05-03,USD,RV,1.0,,42159.48,2020-04-18,NAA8,1930801051.0,1
1959,9928,2,1,63429.44,10524.0,31,3,2020,1,0,2020-04-17,0 days,U001,0200769623,WAL-MAR us,,2020.0,1930726756.0,2020-04-02,2020-03-31,2020-04-02,2020-04-17,USD,RV,1.0,,63429.44,2020-04-02,NAH4,1930726756.0,1
1960,9930,0,6,27610.81697131148,2968.0,21,3,2020,1,3,2020-04-03,1-15days,CA02,0140106408,WAL-M co,,2020.0,2960622541.0,2020-03-21,2020-03-21,2020-03-21,2020-03-31,CAD,RV,1.0,,34146.17,2020-03-21,CA10,2960622541.0,1
1961,9931,2,1,16670.42,10524.0,22,4,2020,2,0,2020-05-09,0 days,U001,0200769623,WAL-MAR ,,2020.0,1930814547.0,2020-04-24,2020-04-22,2020-04-24,2020-05-09,USD,RV,1.0,,16670.42,2020-04-24,NAH4,1930814547.0,1
1962,9941,2,10,41049.8,15506.0,3,3,2020,1,0,2020-03-18,0 days,U001,0200434439,BAUGH SU corp,,2020.0,1930597496.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,,41049.8,2020-03-03,NAA8,1930597496.0,1
